"","score_file"
"R06C01-10049369",0.176128
"R07C01-10048645",0.226
"R08C01-10049002",0.178
"R01C01-10031882",0.065065
"R02C01-10027088",0.13
"R03C01-10032506",0.13
"R04C01-10032498",0.130096
"R05C01-10031875",0.161
"R06C01-10032497",0.065
"R07C01-10031883",0.13
"R08C01-10030072",0.13
"R01C01-10054550",0.130096
"R05C01-10056483",0.13
"R06C01-10053635",0.177856
"R07C01-10050560",0.13
"R08C01-10056327",0.13
"R02C01-10049542",0.13
"R03C01-10047286",0.178048
"R04C01-10030882",0.178
"R05C01-10034231",0.13
"R06C01-10049123",0.160952
"R07C01-10022980",0.13
"R01C01-10046549",0.178
"R02C01-10031762",0.13
"R04C01-10031574",0.226
"R05C01-10043774",0.13
"R06C01-10036266",0.13
"R07C01-10032569",0.13
"R01C01-10064911",0.178
"R02C01-10032286",0.178
"R03C01-10016290",0.13
"R04C01-10066083",0.178
"R01C01-10049271",0.178
"R02C01-10050243",0.13
"R03C01-10050836",0.13
"R04C01-10050331",0.178
"R05C01-10050416",0.13
"R06C01-10047146",0.226
"R07C01-10047160",0.065192
"R08C01-10047078",0.177952
"R01C01-10047341",0.13
"R02C01-10043234",0.06513
"R03C01-10047242",0.13
"R06C01-10048315",0.067925
"R02C01-10053032",0.178
"R03C01-10055227",0.065325
"R04C01-10040367",0.13
"R05C01-10056828",0.178096
"R06C01-10057088",0.178
"R07C01-10056424",0.13
"R08C01-10056896",0.225904
"R01C01-10059375",0.226
"R02C01-10050455",0.130048
"R03C01-10055699",0.226
"R05C01-10056406",0.178
"R06C01-10048020",0.065065
"R07C01-10048317",0.13
"R08C01-10052356",0.13
"R02C01-10078651",0.178
"R04C01-10080427",0.13
"R05C01-10076055",0.13
"R06C01-10080493",0.176224
"R07C01-10067458",0.13
"R02C01-10086000",0.178
"R03C01-10085474",0.177952
"R04C01-10087345",0.13
"R05C01-10087342",0.13
"R06C01-10031011",0.178
"R07C01-10087343",0.130048
"R08C01-10086865",0.130144
"R01C01-10087341",0.130048
"R02C01-10087035",0.226
"R05C01-10080699",0.225808
"R06C01-10080700",0.13
"R08C01-10067746",0.13
"R05C01-10048489",0.226
"R06C01-10044450",0.178
"R07C01-10048388",0.178
"R01C01-10060318",0.130048
"R02C01-10054438",0.13
"R03C01-10016017",0.226
"R04C01-10055581",0.13
"R05C01-10057081",0.13
"R06C01-10057916",0.13
"R07C01-10057908",0.178
"R08C01-10047542",0.225952
"R01C01-10054545",0.13
"R02C01-10055654",0.113226
"R05C01-10056374",0.130048
"R06C01-10044118",0.178
"R07C01-10055044",0.13
"R08C01-10020573",0.17776
"R04C01-10048067",0.13
"R05C01-10056257",0.225664
"R07C01-10056275",0.113715
"R08C01-10026777",0.113229
"R01C01-10040223",0.177856
"R02C01-10050226",0.178
"R03C01-10050541",0.178
"R04C01-10050312",0.178
"R05C01-10047130",0.178
"R06C01-10047157",0.06526
"R07C01-10047085",0.178
"R08C01-10047102",0.178096
"R01C01-10054544",0.13
"R02C01-10055656",0.130048
"R03C01-10055657",0.13
"R04C01-10055676",0.13
"R05C01-10055984",0.13
"R06C01-10050552",0.130048
"R08C01-10056348",0.130144
"R03C01-10020714",0.13
"R04C01-10058064",0.06513
"R06C01-10037694",0.177952
"R07C01-10057055",0.13
"R08C01-10031509",0.178
"R01C01-10050219",0.130096
"R02C01-10050218",0.13
"R04C01-10050543",0.178
"R06C01-10047148",0.178
"R01C01-10070770",0.178
"R02C01-10049272",0.13
"R04C01-10050341",0.178
"R05C01-10050766",0.226
"R06C01-10047147",0.13
"R07C01-10047169",0.178
"R08C01-10047077",0.13
"R01C01-10054547",0.13
"R02C01-10056558",0.113455
"R03C01-10055625",0.113065
"R04C01-10053148",0.130048
"R05C01-10055393",0.130048
"R06C01-10052816",0.13
"R08C01-10043023",0.178
"R01C01-10058612",0.178
"R03C01-10056499",0.11326
"R05C01-10048593",0.113568
"R06C01-10059832",0.065065
"R07C01-10059882",0.130048
"R08C01-10065104",0.178
"R02C01-10064899",0.13
"R03C01-10065670",0.13
"R04C01-10065111",0.13
"R05C01-10065673",0.068315
"R06C01-10065112",0.178
"R07C01-10065668",0.13
"R01C01-10055006",0.177664
"R02C01-10059235",0.130048
"R03C01-10059242",0.13
"R05C01-10059219",0.13
"R06C01-10059082",0.13
"R01C01-10051890",0.13
"R02C01-10055216",0.130048
"R03C01-10058554",0.13
"R04C01-10058569",0.113068
"R05C01-10057270",0.13
"R07C01-10059722",0.13
"R08C01-10056953",0.178
"R02C01-10059237",0.13
"R03C01-10059241",0.178
"R04C01-10059212",0.130048
"R05C01-10060042",0.13
"R06C01-10059032",0.178
"R08C01-10056939",0.13
"R03C01-10059779",0.178
"R04C01-10034000",0.13
"R07C01-10061848",0.13
"R08C01-10062743",0.178
"R01C01-10030823",0.178
"R02C01-10048409",0.113
"R03C01-10044498",0.13
"R04C01-10049908",0.13
"R05C01-10049711",0.13
"R06C01-10052704",0.178
"R07C01-10044457",0.065325
"R08C01-10044055",0.226
"R01C01-10037558",0.13
"R02C01-10049619",0.178
"R07C01-10056504",0.178
"R08C01-10056507",0.065
"R03C01-10080716",0.11326
"R04C01-10081792",0.178
"R07C01-10085586",0.13
"R08C01-10086746",0.178
"R01C01-10058076",0.11339
"R02C01-10059771",0.13
"R03C01-10056408",0.13
"R05C01-10027868",0.13
"R06C01-10061847",0.13
"R07C01-10057256",0.177952
"R08C01-10061859",0.13
"R01C01-10059244",0.13
"R02C01-10059188",0.178
"R03C01-10058970",0.13
"R06C01-10060047",0.13
"R07C01-10060050",0.178
"R08C01-10054717",0.128618
"R01C01-10058187",0.178
"R02C01-10033741",0.178048
"R03C01-10059074",0.129983
"R04C01-10059252",0.13
"R05C01-10060046",0.11313
"R06C01-10058125",0.130912
"R08C01-10056907",0.13
"R01C01-10048830",0.13
"R02C01-10048730",0.178
"R03C01-10047373",0.13
"R04C01-10046541",0.178
"R05C01-10028423",0.13
"R06C01-10030867",0.178048
"R07C01-10049775",0.13
"R02C01-10048729",0.130048
"R03C01-10049654",0.13
"R04C01-10047303",0.178048
"R05C01-10035529",0.13
"R06C01-10045039",0.113195
"R07C01-10043986",0.178
"R08C01-10048931",0.226
"R01C01-10048160",0.065065
"R02C01-10037700",0.178
"R03C01-10050522",0.178
"R04C01-10051902",0.178
"R05C01-10035113",0.13
"R06C01-10048539",0.13
"R07C01-10043877",0.065
"R08C01-10046917",0.13
"R02C01-10049593",0.13
"R05C01-10049518",0.177664
"R02C01-10048687",0.13
"R03C01-10061412",0.178
"R04C01-10071129",0.22264
"R05C01-10004635",0.13
"R06C01-10085026",0.178
"R08C01-10038485",0.130048
"R01C01-10048109",0.13
"R02C01-10048872",0.178
"R03C01-10048066",0.13
"R04C01-10050639",0.113195
"R05C01-10052549",0.13
"R06C01-10049532",0.130096
"R07C01-10050434",0.226
"R03C01-10050013",0.130048
"R04C01-10052434",0.13
"R05C01-10052804",0.178
"R06C01-10052709",0.178
"R07C01-10030616",0.065
"R08C01-10047418",0.13
"R04C01-10052419",0.178
"R06C01-10052705",0.13
"R08C01-10046792",0.13
"R01C01-10059247",0.13
"R03C01-10059265",0.130144
"R04C01-10059211",0.178048
"R05C01-10059225",0.178
"R06C01-10056803",0.13
"R08C01-10056696",0.13
"R02C01-10049543",0.11313
"R03C01-10043972",0.226
"R04C01-10049114",0.226
"R06C01-10027335",0.13
"R07C01-10049790",0.130096
"R01C01-10048832",0.112825
"R02C01-10049544",0.13
"R03C01-10048706",0.13
"R04C01-10044013",0.13
"R05C01-10049128",0.177232
"R06C01-10038500",0.226
"R07C01-10044671",0.13
"R08C01-10045065",0.130048
"R02C01-10051082",0.13
"R03C01-10051191",0.130768
"R04C01-10048868",0.13
"R05C01-10052801",0.178
"R06C01-10050726",0.178
"R07C01-10042168",0.114365
"R08C01-10049859",0.130048
"R01C01-10059852",0.13
"R02C01-10047896",0.065065
"R03C01-10058754",0.13
"R04C01-10054729",0.13
"R05C01-10029738",0.13
"R08C01-10065556",0.065325
"R01C01-10028321",0.13
"R02C01-10026964",0.177952
"R03C01-10050593",0.113065
"R04C01-10049695",0.13
"R07C01-10056295",0.13
"R02C01-10049528",0.178
"R03C01-10047252",0.178048
"R04C01-10040035",0.13
"R05C01-10045711",0.178
"R07C01-10049633",0.178
"R08C01-10049779",0.178
"R02C01-10058184",0.065
"R03C01-10059995",0.13
"R05C01-10059250",0.13
"R06C01-10060010",0.13
"R08C01-10056843",0.178
"R01C01-10065545",0.178
"R02C01-10065549",0.13
"R03C01-10065547",0.178
"R04C01-10065555",0.13
"R06C01-10064250",0.13
"R07C01-10065383",0.17752
"R02C01-10087349",0.13
"R04C01-10085582",0.178
"R05C01-10086904",0.13
"R06C01-10087903",0.178
"R07C01-10087347",0.130144
"R01C01-10055274",0.13
"R02C01-10038501",0.178
"R03C01-10058708",0.13
"R04C01-10055733",0.13
"R06C01-10059761",0.178
"R08C01-10065551",0.13
"R01C01-10059752",0.178048
"R03C01-10043411",0.13
"R04C01-10054402",0.13
"R05C01-10058561",0.178
"R06C01-10058289",0.13
"R07C01-10059716",0.178
"R08C01-10058996",0.113017
"R01C01-10048829",0.13
"R02C01-10049554",0.177904
"R03C01-10049561",0.178
"R05C01-10049126",0.13
"R06C01-10038251",0.178
"R07C01-10049427",0.13
"R08C01-10048891",0.13
"R01C01-10040940",0.113065
"R02C01-10049808",0.178
"R03C01-10052819",0.13
"R05C01-10042997",0.13
"R06C01-10059830",0.13
"R07C01-10059673",0.065
"R08C01-10063461",0.13
"R01C01-10058597",0.178
"R02C01-10055314",0.226
"R03C01-10056854",0.178
"R04C01-10058714",0.178
"R05C01-10056462",0.178
"R06C01-10059671",0.226
"R08C01-10065103",0.13
"R01C01-10050495",0.13
"R02C01-10049668",0.178
"R04C01-10050508",0.12987
"R05C01-10048760",0.177952
"R07C01-10048050",0.178
"R02C01-10055306",0.13
"R03C01-10058519",0.13
"R04C01-10058602",0.178
"R05C01-10058089",0.13
"R06C01-10052347",0.13
"R07C01-10061854",0.13
"R01C01-10050333",0.06513
"R02C01-10026880",0.13
"R02C01-10049515",0.178
"R03C01-10046584",0.226
"R04C01-10047377",0.13
"R05C01-10032696",0.178
"R06C01-10011883",0.13
"R07C01-10042407",0.178
"R02C01-10033758",0.178
"R03C01-10049666",0.06565
"R04C01-10043980",0.17752
"R05C01-10049124",0.13
"R06C01-10020555",0.13
"R08C01-10049304",0.065
"R01C01-10055005",0.13
"R02C01-10058185",0.13
"R03C01-10059261",0.178
"R05C01-10060009",0.13
"R07C01-10058985",0.178
"R08C01-10028365",0.178
"R01C01-10050803",0.13
"R02C01-10012821",0.178048
"R03C01-10033518",0.130048
"R04C01-10038657",0.178
"R05C01-10048847",0.178
"R08C01-10043250",0.178
"R01C01-10040017",0.178096
"R02C01-10040407",0.13
"R03C01-10045676",0.226
"R04C01-10044621",0.226
"R05C01-10050385",0.178
"R06C01-10048758",0.13
"R07C01-10042385",0.06513
"R08C01-10033195",0.13
"R01C01-10057709",0.226
"R02C01-10065136",0.113585
"R03C01-10064361",0.226
"R04C01-10065384",0.13
"R05C01-10060536",0.178
"R08C01-10065393",0.177952
"R01C01-10023734",0.178
"R03C01-10041670",0.226
"R04C01-10057091",0
"R05C01-10060191",0.178
"R06C01-10058432",0.224896
"R07C01-10059361",0.065
"R01C01-10056053",0.13
"R02C01-10081599",0.130144
"R05C01-10086734",0.178
"R06C01-10087843",0.178
"R07C01-10086206",0.113065
"R08C01-10082521",0.13
"R01C01-10059245",0.065243
"R02C01-10059216",0.113
"R03C01-10059240",0.178
"R04C01-10060019",0.13
"R05C01-10059254",0.13
"R07C01-10055913",0.177952
"R08C01-10055296",0.13
"R01C01-10071212",0.13
"R03C01-10082464",0.13
"R04C01-10088122",0.178
"R05C01-10087551",0.13024
"R07C01-10087549",0.13
"R08C01-10088123",0.178
"R01C01-10038645",0.13
"R02C01-10034031",0.134608
"R03C01-10018022",0.13
"R04C01-10051982",0.178
"R05C01-10048731",0.13
"R06C01-10049540",0.13
"R08C01-10043251",0.13
"R02C01-10044674",0.113195
"R03C01-10070401",0.226
"R04C01-10067496",0.113048
"R05C01-10071231",0.130624
"R06C01-10070762",0.13
"R07C01-10027797",0.06526
"R02C01-10049143",0.178
"R03C01-10050927",0.13
"R04C01-10051540",0.130048
"R05C01-10048843",0.178
"R06C01-10049861",0.066985
"R07C01-10046929",0.13
"R01C01-10059243",0.13
"R02C01-10059236",0.178
"R03C01-10058126",0.178
"R04C01-10059262",0.17776
"R06C01-10058122",0.113065
"R08C01-10058326",0.178048
"R02C01-10044002",0.130096
"R04C01-10032294",0.178048
"R05C01-10050222",0.065195
"R06C01-10050409",0.178
"R08C01-10049778",0.13
"R02C01-10049669",0.113
"R03C01-10049100",0.226
"R04C01-10047285",0.13
"R05C01-10034682",0.13
"R06C01-10037527",0.13
"R04C01-10085794",0.178
"R05C01-10085934",0.13
"R06C01-10088524",0.13
"R02C01-10057271",0.177904
"R03C01-10052771",0.130144
"R05C01-10055310",0.178
"R06C01-10058611",0.130096
"R07C01-10061745",0.065065
"R08C01-10065654",0.130144
"R01C01-10063492",0.226
"R02C01-10065109",0.178
"R03C01-10064909",0.13
"R04C01-10065101",0.13
"R05C01-10065645",0.13
"R06C01-10064573",0.06526
"R08C01-10065883",0.13
"R01C01-10048835",0.178
"R02C01-10044018",0.13
"R03C01-10047374",0.178
"R04C01-10049115",0.13
"R05C01-10042856",0.13
"R06C01-10025989",0.178
"R07C01-10048422",0.178
"R08C01-10047031",0.177952
"R05C01-10052505",0.130048
"R08C01-10038194",0.065
"R01C01-10048138",0.178
"R02C01-10047789",0.065
"R03C01-10048759",0.178
"R04C01-10048778",0.13
"R05C01-10052519",0.178
"R07C01-10050753",0.178
"R08C01-10049931",0.13
"R01C01-10048595",0.178
"R02C01-10050895",0.177952
"R03C01-10042036",0.13
"R05C01-10048853",0.06513
"R06C01-10050388",0.13
"R07C01-10046616",0.13
"R08C01-10042453",0.13
"R01C01-10059182",0.13
"R02C01-10057236",0.130048
"R03C01-10059813",0.178
"R04C01-10034990",0.178
"R05C01-10055003",0.13
"R08C01-10057793",0.178
"R02C01-10078387",0.178
"R04C01-10071880",0.13
"R05C01-10073993",0.178
"R06C01-10074524",0.226
"R07C01-10031587",0.178
"R08C01-10076102",0.13
"R01C01-10075211",0.113065
"R02C01-10057022",0.226
"R03C01-10077244",0.178
"R04C01-10073693",0.178
"R05C01-10073796",0.13
"R06C01-10028231",0.113845
"R07C01-10075834",0.13
"R08C01-10075623",0.13
"R01C01-10061480",0.13
"R02C01-10077376",0.13
"R03C01-10029023",0.13
"R04C01-10075741",0.178
"R05C01-10007916",0.226
"R06C01-10076107",0.11365
"R07C01-10068914",0.130096
"R01C01-10052266",0.13
"R02C01-10076417",0.065048
"R03C01-10061535",0.178
"R06C01-10032009",0.178
"R07C01-10072799",0.13
"R08C01-10071463",0.13
"R02C01-10075805",0.13
"R03C01-10075748",0.178
"R04C01-10055793",0.130192
"R05C01-10077872",0.13
"R06C01-10051884",0.13
"R07C01-10031292",0.13
"R08C01-10065616",0.11378
"R01C01-10076329",0.178
"R02C01-10073574",0.13
"R04C01-10072902",0.178
"R05C01-10082062",0.13
"R06C01-10075694",0.178
"R07C01-10078232",0.226
"R08C01-10030467",0.13
"R01C01-10064798",0.13
"R02C01-10064820",0.178
"R04C01-10064895",0.130096
"R07C01-10061598",0.13
"R08C01-10063517",0.13
"R01C01-10078257",0.178
"R02C01-10063265",0.13
"R04C01-10032062",0.178
"R05C01-10067728",0.130096
"R06C01-10082074",0.178
"R07C01-10080660",0.13
"R08C01-10070634",0.178
"R01C01-10064472",0.13
"R02C01-10063239",0.113585
"R03C01-10063522",0.13
"R04C01-10059297",0.13
"R05C01-10057687",0.178
"R06C01-10059263",0.177952
"R07C01-10059217",0.06539
"R02C01-10064530",0.13
"R03C01-10064536",0.178
"R05C01-10063425",0.13
"R06C01-10063407",0.048325
"R07C01-10062462",0.13
"R08C01-10062566",0.13
"R02C01-10061785",0.065
"R03C01-10058759",0.065
"R05C01-10061201",0.13
"R07C01-10054995",0.13
"R01C01-10064481",0.178
"R02C01-10064487",0.13
"R03C01-10057275",0.178
"R04C01-10064186",0.178
"R05C01-10063139",0.14104
"R06C01-10063448",0.130048
"R07C01-10060485",0.13
"R08C01-10061436",0.17776
"R01C01-10024611",0.13
"R03C01-10059199",0.178
"R04C01-10058887",0.13
"R05C01-10056518",0.178768
"R07C01-10058604",0.226
"R08C01-10058717",0.13
"R01C01-10064821",0.13
"R02C01-10053084",0.13
"R03C01-10062081",0.13
"R04C01-10064896",0.13
"R07C01-10058639",0.13
"R01C01-10080786",0.178
"R02C01-10081425",0.178
"R03C01-10058293",0.13
"R04C01-10081378",0.226
"R06C01-10072826",0.065455
"R07C01-10081630",0.178
"R08C01-10081778",0.17824
"R04C01-10081077",0.00026
"R05C01-10083041",0.13
"R06C01-10071676",0.178
"R07C01-10083424",0.13
"R03C01-10065824",0.13
"R04C01-10073944",0.065161
"R05C01-10007579",0.178
"R06C01-10046392",0.065
"R07C01-10030153",0.13
"R08C01-10082809",0.065455
"R02C01-10061768",0.178
"R03C01-10058566",0.13
"R04C01-10058444",0.13
"R05C01-10058507",0.178
"R07C01-10061205",0.13
"R02C01-10064499",0.22504
"R03C01-10064491",0.13
"R05C01-10058195",0.113
"R08C01-10060094",0.13
"R03C01-10064877",0.130048
"R05C01-10064494",0.13
"R07C01-10063506",0.226
"R01C01-10064091",0.13
"R02C01-10064507",0.065
"R03C01-10062917",0.065
"R04C01-10055475",0.13
"R06C01-10060004",0.13
"R02C01-10072700",0.13
"R03C01-10051443",0.13
"R04C01-10051188",0.178
"R05C01-10067926",0.13
"R06C01-10080199",0.13
"R07C01-10080695",0.130144
"R08C01-10082487",0.178
"R01C01-10063143",0.13
"R02C01-10062516",0.226
"R03C01-10065182",0.065
"R04C01-10055549",0.226
"R05C01-10058191",0.13
"R06C01-10059191",0.178
"R07C01-10059192",0.13
"R08C01-10060095",0.113685
"R02C01-10064108",0.177415
"R03C01-10064480",0.13144
"R04C01-10060013",0.13
"R06C01-10060002",0.178
"R07C01-10046609",0.178
"R01C01-10080568",0.13
"R03C01-10058325",0.178
"R04C01-10073834",0.178
"R05C01-10068327",0.130079
"R07C01-10078917",0.178
"R08C01-10049737",0.226
"R01C01-10062272",0.13
"R02C01-10064587",0.178
"R04C01-10064834",0.13
"R05C01-10064795",0.13
"R06C01-10065583",0.226
"R07C01-10062873",0.06578
"R08C01-10065181",0.13
"R01C01-10084782",0.129983
"R03C01-10088451",0.178
"R04C01-10089115",0.13
"R05C01-10088686",0.178
"R06C01-10088743",0.13
"R07C01-10087787",0.065438
"R03C01-10064907",0.178
"R04C01-10061496",0.13
"R06C01-10064151",0.178048
"R07C01-10055723",0.226
"R08C01-10064498",0.13
"R01C01-10088940",0.178
"R03C01-10088201",0.178
"R05C01-10088700",0.13
"R06C01-10089102",0.161
"R08C01-10089116",0.177952
"R02C01-10081891",0.178
"R03C01-10081892",0.13024
"R04C01-10078633",0.13
"R05C01-10078661",0.13
"R06C01-10043375",0.13
"R07C01-10077369",0.13
"R08C01-10078399",0.13
"R03C01-10075097",0.13
"R05C01-10077873",0.178
"R06C01-10028368",0.178
"R07C01-10058355",0.178096
"R08C01-10061994",0.130048
"R01C01-10078589",0.178
"R03C01-10076396",0.13
"R05C01-10055117",0.130048
"R06C01-10078411",0.178
"R07C01-10045650",0.13
"R08C01-10061953",0.178
"R01C01-10056852",0.13
"R02C01-10043246",0.177952
"R03C01-10049472",0.178
"R04C01-10050335",0.178
"R05C01-10050405",0.13
"R06C01-10050408",0.13
"R07C01-10047762",0.178
"R08C01-10049772",0.178
"R01C01-10048739",0.178
"R03C01-10044006",0.13
"R04C01-10047358",0.13
"R05C01-10048798",0.171568
"R06C01-10048962",0.13
"R07C01-10045162",0.17608
"R02C01-10044226",0.226
"R04C01-10047359",0.13
"R06C01-10047259",0.13024
"R07C01-10046600",0.13
"R08C01-10046604",0.13
"R01C01-10058188",0.13
"R02C01-10058969",0.177952
"R03C01-10059076",0.178
"R04C01-10059251",0.11313
"R05C01-10050674",0.225904
"R06C01-10055885",0.11313
"R07C01-10060051",0.13
"R08C01-10051909",0.13
"R05C01-10041012",0.178
"R06C01-10049341",0.06526
"R07C01-10047385",0.13
"R01C01-10058186",0.226
"R02C01-10059249",0.13
"R03C01-10059239",0.13
"R04C01-10060052",0.178
"R05C01-10059224",0.065325
"R06C01-10058995",0.13
"R08C01-10055857",0.178
"R01C01-10051085",0.178
"R02C01-10051740",0.13
"R03C01-10048756",0.130048
"R04C01-10048764",0.13
"R05C01-10052803",0.13
"R06C01-10049513",0.13
"R07C01-10050943",0.12922
"R08C01-10047637",0.13
"R01C01-10025852",0.178
"R02C01-10043975",0.226
"R03C01-10048961",0.178
"R04C01-10049646",0.161195
"R05C01-10050358",0.065065
"R06C01-10050207",0.13
"R07C01-10049776",0.178
"R08C01-10050311",0.130048
"R01C01-10049701",0.161
"R02C01-10047307",0.12545
"R03C01-10044227",0.13
"R04C01-10045225",0.065466
"R05C01-10046603",0.178
"R06C01-10043966",0.13
"R07C01-10047352",0.13
"R08C01-10045231",0.13
"R01C01-10086641",0.178
"R02C01-10086610",0.178
"R03C01-10085917",0.177904
"R04C01-10086661",0.225952
"R05C01-10076307",0.13
"R06C01-10057738",0.13
"R07C01-10056616",0.13
"R08C01-10077787",0.178
"R01C01-10051389",0.130048
"R04C01-10054730",0.112825
"R01C01-10078256",0.226
"R02C01-10078090",0.13
"R03C01-10082403",0.178048
"R06C01-10068253",0.226
"R08C01-10073232",0.13
"R01C01-10048111",0.11339
"R02C01-10044028",0.178
"R03C01-10043339",0.081297
"R04C01-10049855",0.13
"R05C01-10050916",0.178
"R06C01-10049866",0.178
"R07C01-10051151",0.13
"R08C01-10049858",0.113065
"R01C01-10048861",0.178
"R03C01-10050660",0.178
"R04C01-10004746",0.12818
"R05C01-10048783",0.13
"R07C01-10047005",0.13
"R08C01-10050464",0.13
"R01C01-10059850",0.13
"R02C01-10059847",0.178
"R03C01-10065079",0.178
"R04C01-10065085",0.13
"R05C01-10064555",0.178
"R06C01-10062703",0.13
"R08C01-10058512",0.13
"R01C01-10056774",0.130048
"R02C01-10068168",0.13
"R03C01-10047237",0.113048
"R04C01-10050223",0.1636
"R05C01-10044477",0.17752
"R06C01-10050412",0.065585
"R07C01-10050158",0.178
"R08C01-10050160",0.161195
"R01C01-10056901",0.065356
"R02C01-10047360",0.048
"R03C01-10047236",0.130432
"R04C01-10050305",0.176512
"R05C01-10050235",0.178192
"R06C01-10050411",0.13
"R07C01-10050205",0.13
"R01C01-10051674",0.13
"R02C01-10050652",0.178
"R03C01-10048846",0.178
"R05C01-10052802",0.178
"R06C01-10052702",0.178
"R07C01-10050986",0.13
"R08C01-10025916",0.130048
"R01C01-10065195",0.13
"R03C01-10059289",0.13
"R04C01-10059087",0.178
"R05C01-10058190",0.13
"R06C01-10058848",0.178
"R08C01-10050677",0.177952
"R01C01-10062361",0.13
"R03C01-10058837",0.178
"R04C01-10046626",0.226
"R05C01-10058803",0.13
"R07C01-10058568",0.178
"R08C01-10061204",0.065
"R02C01-10059777",0.130096
"R04C01-10064859",0.13
"R05C01-10064858",0.13
"R07C01-10064828",0.178
"R01C01-10084640",0.226
"R02C01-10084634",0.178
"R03C01-10075779",0.178
"R04C01-10075735",0.226
"R05C01-10033629",0.13024
"R06C01-10071634",0.178
"R07C01-10075982",0.178
"R01C01-10054060",0.178
"R02C01-10058117",0.065065
"R03C01-10061209",0.130048
"R04C01-10061208",0.178
"R06C01-10064870",0.178
"R07C01-10062290",0.17848
"R01C01-10050524",0.13
"R02C01-10049576",0.178
"R03C01-10051831",0.13
"R04C01-10051068",0.226
"R05C01-10052862",0.13
"R06C01-10052701",0.113
"R08C01-10044051",0.178
"R01C01-10084725",0.226
"R02C01-10085108",0.178
"R03C01-10084644",0.13
"R04C01-10085022",0.130048
"R05C01-10085230",0.13
"R06C01-10085034",0.13
"R07C01-10083401",0.13
"R08C01-10083407",0.178
"R01C01-10086065",0.130336
"R02C01-10086463",0.178
"R04C01-10084652",0.178
"R05C01-10086450",0.178
"R06C01-10086483",0.226
"R07C01-10086643",0.13
"R01C01-10060093",0.178
"R03C01-10058570",0.113195
"R05C01-10049697",0.178
"R08C01-10050626",0.13
"R01C01-10050238",0.226
"R02C01-10025986",0.178
"R03C01-10049770",0.178
"R07C01-10056486",0.13
"R08C01-10056516",0.13
"R01C01-10077303",0.178
"R02C01-10080675",0.06513
"R03C01-10062066",0.178
"R04C01-10070630",0.178
"R06C01-10039895",0.178
"R08C01-10081428",0.172864
"R01C01-10079709",0.13
"R02C01-10076949",0.178048
"R03C01-10079688",0.178
"R04C01-10079659",0.178
"R05C01-10083454",0.130048
"R06C01-10083456",0.13
"R07C01-10084002",0.226
"R08C01-10083229",0.13
"R01C01-10050275",0.130144
"R02C01-10043979",0.13
"R03C01-10032269",0.178
"R05C01-10050399",0.13
"R06C01-10050400",0.177952
"R07C01-10050203",0.13
"R08C01-10049269",0.178048
"R01C01-10084700",0.13
"R02C01-10085113",0.178
"R03C01-10083451",0.226
"R06C01-10084827",0.178
"R07C01-10082372",0.13
"R08C01-10085403",0.178
"R02C01-10047340",0.13
"R04C01-10050336",0.178
"R05C01-10050404",0.06487
"R06C01-10050407",0.178
"R08C01-10049795",0.13
"R01C01-10047276",0.13
"R02C01-10044004",0.13
"R03C01-10048033",0.13
"R04C01-10061779",0.113209
"R06C01-10042969",0.13
"R07C01-10061762",0.13
"R08C01-10062655",0.13
"R01C01-10050509",0.13
"R04C01-10049677",0.178
"R05C01-10048153",0.130048
"R06C01-10050918",0.178
"R07C01-10048844",0.13
"R01C01-10085174",0.13
"R02C01-10083165",0.13
"R03C01-10067738",0.13
"R05C01-10085212",0.130144
"R06C01-10086141",0.160952
"R07C01-10085466",0.13
"R08C01-10085107",0.178
"R01C01-10085070",0.178
"R03C01-10085096",0.13
"R04C01-10071469",0.178
"R05C01-10085250",0.130048
"R06C01-10084184",0.178
"R07C01-10079389",0.13
"R02C01-10054072",0.178
"R04C01-10057886",0.130048
"R05C01-10058045",0.178
"R06C01-10060203",0.178
"R07C01-10058810",0.226
"R08C01-10063102",0.178
"R03C01-10046643",0.13
"R04C01-10061258",0.178
"R06C01-10053540",0.13
"R07C01-10064541",0.13
"R08C01-10064542",0.13
"R01C01-10065009",0.13
"R03C01-10022643",0.178
"R04C01-10059092",0.065226
"R05C01-10056723",0.178048
"R06C01-10055496",0.13
"R07C01-10058973",0.065048
"R03C01-10059547",0.177952
"R04C01-10048993",0.178
"R05C01-10059934",0.13
"R06C01-10057113",0.13
"R08C01-10063234",0.177952
"R01C01-10061196",0.178
"R02C01-10061415",0.13
"R04C01-10048288",0.13
"R05C01-10059967",0.178
"R06C01-10059911",0.130048
"R07C01-10058349",0.130624
"R08C01-10061464",0.13
"R01C01-10064806",0.065178
"R02C01-10064803",0.13
"R03C01-10059287",0.113325
"R05C01-10060017",0.13
"R06C01-10058192",0.13
"R07C01-10058974",0.13
"R01C01-10049604",0.178
"R02C01-10010872",0.13
"R04C01-10050615",0.113
"R06C01-10050619",0.178
"R07C01-10045960",0.13
"R08C01-10049519",0.13
"R01C01-10049845",0.13
"R02C01-10048405",0.130048
"R04C01-10044639",0.225616
"R05C01-10045228",0.130048
"R06C01-10047299",0.13
"R07C01-10028880",0.13
"R08C01-10034972",0.178
"R01C01-10056145",0.13
"R05C01-10032271",0.065325
"R07C01-10049804",0.178
"R08C01-10050156",0.13
"R01C01-10058958",0.178
"R02C01-10062304",0.13
"R03C01-10060011",0.226
"R06C01-10058847",0.13
"R07C01-10055567",0.130048
