"","score_file"
"R04C01-10009355",0.861683669159935
"R06C01-10012603",-0.419184067091569
"R07C01-10007549",-0.419184067091569
"R08C01-10007497",-0.417903199355318
"R01C01-10018140",-0.419184067091569
"R02C01-10018264",0.861683669159935
"R03C01-10018245",-0.419184067091569
"R04C01-10018103",-0.419184067091569
"R05C01-10016487",-0.419184067091569
"R06C01-10018217",-0.419184067091569
"R07C01-10018210",0.861683669159935
"R08C01-10018102",-0.419184067091569
"R01C01-10018357",0.861683669159935
"R02C01-10013417",0.861683669159935
"R03C01-10016465",-0.419184067091569
"R05C01-10012746",-0.419184067091569
"R06C01-10018415",-0.417903199355318
"R07C01-10018104",0.861683669159935
"R08C01-10018413",0.862964536896186
"R02C01-10016379",0.861683669159935
"R03C01-10016467",-0.871090215287803
"R05C01-10016557",0.861683669159935
"R06C01-10016492",-0.419184067091569
"R07C01-10016522",-0.419184067091569
"R01C01-10016347",-0.416622331619066
"R02C01-10014331",-0.419184067091569
"R04C01-10018352",-0.419184067091569
"R05C01-10018492",0.861683669159935
"R06C01-10018419",-0.419184067091569
"R07C01-10018411",-0.419184067091569
"R08C01-10018444",-0.419184067091569
"R01C01-10020592",-0.419184067091569
"R02C01-10021419",0.861683669159935
"R03C01-10021372",-0.419184067091569
"R04C01-10021403",-0.419184067091569
"R05C01-10021400",0.861683669159935
"R06C01-10020666",-0.419184067091569
"R07C01-10014748",0.861683669159935
"R08C01-10021417",0.861683669159935
"R01C01-10021373",0.861683669159935
"R02C01-10016271",-0.419184067091569
"R03C01-10018556",-0.419184067091569
"R04C01-10010174",0.861683669159935
"R06C01-10018343",-0.419184067091569
"R07C01-10012651",0.861683669159935
"R08C01-10019059",-0.419184067091569
"R02C01-10016288",-0.419184067091569
"R03C01-10016298",-0.419184067091569
"R04C01-10016285",-0.419184067091569
"R07C01-10014583",0.413246537749382
"R01C01-10018160",0.861683669159935
"R03C01-10018122",0.861683669159935
"R04C01-10013510",-0.41149886067406
"R05C01-10018163",0.861683669159935
"R06C01-10018110",0.859949160767095
"R07C01-10018125",-0.417903199355318
"R08C01-10018167",-0.417903199355318
"R01C01-10025912",2.14255140541144
"R04C01-10028416",-0.419184067091569
"R05C01-10026462",-0.419184067091569
"R06C01-10028339",-0.419184067091569
"R07C01-10026473",0.861683669159935
"R02C01-10022043",-0.419184067091569
"R04C01-10021516",-0.419184067091569
"R05C01-10021519",0.861683669159935
"R06C01-10016517",-0.417903199355318
"R03C01-10018538",-0.417903199355318
"R04C01-10018541",2.14255140541144
"R08C01-10018542",0.861683669159935
"R02C01-10014769",-0.419184067091569
"R03C01-10018088",-0.419184067091569
"R04C01-10018098",-2.15369245993215
"R07C01-10014452",-0.419184067091569
"R08C01-10016291",-0.869355706894962
"R01C01-10018460",2.14255140541144
"R02C01-10018420",-0.41149886067406
"R04C01-10018598",-2.15022344314647
"R05C01-10018603",0.861683669159935
"R06C01-10018604",0.847594124061169
"R07C01-10018647",-0.419184067091569
"R08C01-10018969",0.861683669159935
"R01C01-10018472",0.861683669159935
"R02C01-10018643",-2.15369245993215
"R03C01-10018451",-0.419184067091569
"R05C01-10018644",-2.15369245993215
"R06C01-10018856",0.861683669159935
"R07C01-10018970",0.861683669159935
"R01C01-10016507",0.861683669159935
"R02C01-10016490",0.861683669159935
"R04C01-10016503",-0.419184067091569
"R05C01-10013507",0.861683669159935
"R07C01-10016496",-2.59564519842793
"R08C01-10016493",-0.419184067091569
"R01C01-10018374",-0.419184067091569
"R02C01-10018611",0.861683669159935
"R03C01-10018527",2.14255140541144
"R04C01-10018562",-0.415341463882815
"R05C01-10007720",-0.419184067091569
"R06C01-10010281",0.861683669159935
"R07C01-10018545",-0.419184067091569
"R08C01-10018594",-0.419184067091569
"R01C01-10018342",-0.419184067091569
"R03C01-10018588",0.868088007841193
"R04C01-10018505",2.11565318295016
"R05C01-10018549",-0.419184067091569
"R06C01-10018512",0.861683669159935
"R07C01-10018593",-2.15195795153931
"R01C01-10023276",-0.419184067091569
"R02C01-10014716",0.861683669159935
"R04C01-10022082",-0.419184067091569
"R05C01-10021524",0.861683669159935
"R06C01-10023089",-3.88691998503648
"R07C01-10021396",0.861683669159935
"R08C01-10022042",2.14255140541144
"R01C01-10013298",0.861683669159935
"R02C01-10014103",-0.419184067091569
"R03C01-10014100",0.861683669159935
"R04C01-10014243",-0.419184067091569
"R06C01-10014240",-2.14675442636079
"R07C01-10014244",-0.416622331619066
"R08C01-10014237",0.861683669159935
"R01C01-10014899",0.861683669159935
"R02C01-10014913",-0.419184067091569
"R03C01-10014915",-0.419184067091569
"R04C01-10014945",-0.417903199355318
"R06C01-10021514",0.861683669159935
"R07C01-10021984",-0.419184067091569
"R08C01-10021971",-0.419184067091569
"R01C01-10018621",0.861683669159935
"R02C01-10018459",0.861683669159935
"R03C01-10018403",-0.419184067091569
"R04C01-10018524",-0.419184067091569
"R06C01-10019074",-0.419184067091569
"R08C01-10018546",-0.518051045483482
"R02C01-10020957",-0.419184067091569
"R03C01-10020914",0.862964536896186
"R04C01-10010606",-0.417903199355318
"R06C01-10014153",-0.419184067091569
"R08C01-10010306",-0.872824723680644
"R01C01-10014097",-0.416622331619066
"R02C01-10014446",0.861683669159935
"R03C01-10014385",2.14255140541144
"R04C01-10014503",0.861683669159935
"R05C01-10014515",-2.1524115921959
"R07C01-10014483",-0.419184067091569
"R08C01-10014484",-0.419184067091569
"R01C01-10014735",-0.401251918784048
"R02C01-10012974",0.861683669159935
"R04C01-10014701",-0.419184067091569
"R05C01-10014864",-0.419184067091569
"R06C01-10014731",-0.419184067091569
"R07C01-10014929",0.861683669159935
"R08C01-10012975",-0.419184067091569
"R02C01-10014031",0.861683669159935
"R04C01-10018063",-0.419184067091569
"R05C01-10014993",-0.872824723680644
"R06C01-10018070",-0.419184067091569
"R07C01-10018047",-0.419184067091569
"R08C01-10012969",-0.871090215287803
"R02C01-10014767",-0.419184067091569
"R03C01-10014925",0.861683669159935
"R05C01-10018051",-0.419184067091569
"R06C01-10014922",-0.417903199355318
"R07C01-10014923",2.14255140541144
"R08C01-10014865",2.14255140541144
"R01C01-10023728",-0.419184067091569
"R02C01-10022800",-0.419184067091569
"R04C01-10018919",0.412259202202688
"R05C01-10011836",-2.13808188439658
"R07C01-10014121",0.861683669159935
"R08C01-10014353",-0.419184067091569
"R02C01-10014518",-0.419184067091569
"R03C01-10014652",-0.419184067091569
"R04C01-10014556",0.861683669159935
"R05C01-10014651",-0.419184067091569
"R06C01-10014657",0.861683669159935
"R08C01-10014428",-2.15369245993215
"R01C01-10014904",0.860402801423684
"R02C01-10014902",-2.15369245993215
"R04C01-10014905",-0.417903199355318
"R05C01-10014907",-0.419184067091569
"R06C01-10014903",-0.419184067091569
"R07C01-10018086",-0.419184067091569
"R08C01-10018095",-0.419184067091569
"R02C01-10016494",-0.419184067091569
"R03C01-10016500",0.861683669159935
"R05C01-10016519",-2.15369245993215
"R06C01-10016387",-0.419184067091569
"R07C01-10016516",-0.419184067091569
"R08C01-10016514",-0.419184067091569
"R01C01-10014114",0.861683669159935
"R02C01-10011629",-0.416622331619066
"R03C01-10014151",0.83990891764366
"R05C01-10014156",-0.417903199355318
"R06C01-10014120",2.14255140541144
"R07C01-10013317",-0.419184067091569
"R01C01-10026656",-2.12767483403954
"R02C01-10026156",0.860402801423684
"R03C01-10027225",2.14255140541144
"R04C01-10027229",0.861683669159935
"R05C01-10027104",-0.419184067091569
